location,ranking,loc_id
Rajarajeshwari nagar,top5,976
Gaurava Nagar,top5,977
Geleyara Balaga Layout,top5,978
Sree Narayana Nagar,top5,979
Anekal,top5,980
Addischetan Layout,top5,981
Byagadadhenahalli,top5,982
Kumbena Agrahara,top5,983
Banashankari Stage V,top5,984
Abbaiah Reddy Layout,top5,985
Alur,top5,986
Dommasandra,top5,987
Pillanna Gardens,top5,988
Hosapalya,top5,989
Sanne Amanikere,top5,990
Gulimangala,top5,991
4th Phase JP Nagar,top5,992
Gopal Reddy Layout,top5,993
Sneha Colony,top5,994
Celebrity Paradise Layout,top5,995
Vimanapura,top5,996
Aavalahalli,top5,997
Attibele,top5,998
Satyasaibaba Layout,top5,999
Viswapriyanagar.begur Road.bommanahalli.,top5,1000
JCR Layout,top5,1001
Chuchangatta Colony,top5,1002
Dominic Layout,top5,1003
Duddanahalli,top5,1004
Byrasandra Extension,top5,1005
whitefiled,top5,1006
kanakapura main road,top5,1007
Kanakapura  Rod,top5,1008
Kanakapura main  Road,top5,1009
Sri Sai Layout,top5,1010
Kanakapura Main Road,top5,1011
Vasatha Vallbha Nagar,top5,1012
Madavara,top5,1013
adigondanhalli,top5,1014
Vasanthpura,top5,1015
Vasantapura main road,top5,1016
kanakapura road,top5,1017
Virgonagar,top5,1018
Kodathi,top5,1019
Hanumagiri,top5,1020
Kammasandra,top5,1021
Volagerekallahalli,top5,1022
Hennagara,top5,1023
"Electronic city Phase 1, ",top5,1024
"Electronic city phase 1, ",top5,1025
Rajanna Layout,top5,1026
Harsha Layout,top5,1027
Iggalur,top5,1028
Sarjapura - Attibele Road,top5,1029
Wajid layout thanisandra,top5,1030
"Electronic City Phase 1, ",top5,1031
Venkateswara Nagar,top5,1032
Ananth Nagar,top5,1033
Gollarahatti,top5,1034
Kereguddadahalli,top5,1035
Adityanagar,top5,1036
Keerthi Layout,top5,1037
Weavers Colony,top5,1038
Rajarajesheari nagar,top5,1039
Raja Rajashweri Nagar,top5,1040
Shakthi Nagar,top5,1041
Kenchanehalli R R Nagar,top5,1042
Thirumalashettyhally,top5,1043
Kothnoor Dinne,top5,1044
Asthagrama Layout,top5,1045
Soundarya Layout,top5,1046
Bommasandra Industrial Area,top5,1047
Makali,top5,1048
Maruthi HBCS Layout,top5,1049
Devara Jeevanahalli,top5,1050
Chandapura,top5,1051
Kirloskar Layout,top5,1052
Byappanahalli,top5,1053
Bilal Nagar,top5,1054
Suryanagar,top5,1055
Devasandra Extension,top5,1056
Jeevanhalli,top5,1057
BAGUR ROAD,top5,1058
Vidhyanagar Cross,top5,1059
Huskur,top5,1060
Tunganagara,top5,1061
Madanayakahalli,top5,1062
Phase 1 Kammasandra,top5,1063
Handenahalli,top5,1064
BDS Layout,top5,1065
BAGUR,top5,1066
