loc_id,area_type,size,total_sqft,bath,balcony,price,bed_bath,price_per_sqft
414,Super built-up  Area,3,2206.0,4,1,180.0,556.0,8159.565
414,Super built-up  Area,2,1309.0,2,3,69.5,344.0,5309.396
414,Super built-up  Area,3,1691.0,3,2,100.0,516.0,5913.661
414,Built-up  Area,2,1367.0,2,0,80.0,344.0,5852.231
414,Built-up  Area,3,1565.0,3,2,78.0,516.0,4984.026
414,Super built-up  Area,4,4395.0,4,2,242.0,688.0,5506.257
414,Super built-up  Area,3,1984.0,4,1,148.0,556.0,7459.677
414,Super built-up  Area,2,1035.0,2,1,47.0,344.0,4541.063
414,Super built-up  Area,2,1346.0,2,1,74.03,344.0,5500.0
414,Super built-up  Area,2,1115.0,2,2,50.0,344.0,4484.305
414,Super built-up  Area,2,1112.0,2,1,58.0,344.0,5215.827
414,Plot  Area,3,3500.0,3,2,275.0,516.0,7857.143
414,Super built-up  Area,3,1850.0,3,2,89.0,516.0,4810.811
414,Built-up  Area,4,2758.0,4,1,240.0,688.0,8701.958
414,Super built-up  Area,2,1132.0,2,1,70.0,344.0,6183.746
414,Built-up  Area,3,1380.0,2,2,55.0,476.0,3985.507
414,Super built-up  Area,4,2425.0,5,1,195.0,728.0,8041.237
415,Super built-up  Area,5,2000.0,4,1,103.0,820.0,5150.0
415,Super built-up  Area,2,1175.0,2,1,48.0,344.0,4085.106
415,Super built-up  Area,5,2000.0,4,1,99.0,820.0,4950.0
415,Plot  Area,2,800.0,3,1,59.5,384.0,7437.5
415,Built-up  Area,2,1334.0,2,1,62.0,344.0,4647.676
415,Plot  Area,5,1200.0,4,1,99.0,820.0,8250.0
416,Super built-up  Area,3,1340.0,3,3,77.0,516.0,5746.269
417,Built-up  Area,1,905.0,1,1,52.0,172.0,5745.856
418,Super built-up  Area,1,750.0,1,2,25.0,172.0,3333.333
418,Super built-up  Area,3,1900.0,3,3,155.0,516.0,8157.895
419,Super built-up  Area,5,2800.0,4,2,200.0,820.0,7142.857
419,Super built-up  Area,2,1000.0,1,1,55.0,304.0,5500.0
419,Built-up  Area,2,1040.0,2,2,78.0,344.0,7500.0
419,Super built-up  Area,2,850.0,2,1,42.5,344.0,5000.0
419,Super built-up  Area,2,1070.0,2,2,38.0,344.0,3551.402
420,Built-up  Area,3,1391.0,2,3,64.5,476.0,4636.952
420,Built-up  Area,2,1100.0,2,2,75.0,344.0,6818.182
421,Super built-up  Area,3,1310.0,3,1,63.25,516.0,4828.244
421,Super built-up  Area,2,1220.0,2,1,57.0,344.0,4672.131
421,Super built-up  Area,2,1200.0,2,2,52.0,344.0,4333.333
421,Super built-up  Area,2,1200.0,2,2,60.0,344.0,5000.0
421,Super built-up  Area,3,1933.0,3,2,140.0,516.0,7242.628
421,Super built-up  Area,2,950.0,2,1,46.96,344.0,4943.158
421,Plot  Area,4,1780.0,4,3,175.0,688.0,9831.461
421,Super built-up  Area,2,1230.0,2,2,80.0,344.0,6504.065
421,Super built-up  Area,4,3800.0,4,3,250.0,688.0,6578.947
421,Super built-up  Area,2,1019.0,2,2,49.85,344.0,4892.051
421,Super built-up  Area,2,1215.0,2,1,67.0,344.0,5514.403
421,Super built-up  Area,4,2181.0,3,2,152.0,648.0,6969.28
421,Built-up  Area,2,1170.0,2,3,53.0,344.0,4529.915
421,Super built-up  Area,2,1019.0,2,2,49.86,344.0,4893.032
421,Super built-up  Area,2,1325.0,2,2,71.55,344.0,5400.0
421,Super built-up  Area,2,1220.0,2,1,56.5,344.0,4631.148
421,Super built-up  Area,3,1937.0,3,2,160.0,516.0,8260.196
421,Super built-up  Area,2,1152.0,2,1,56.0,344.0,4861.111
421,Super built-up  Area,3,1610.0,3,1,90.0,516.0,5590.062
421,Plot  Area,5,1350.0,4,1,135.0,820.0,10000.0
421,Super built-up  Area,2,1146.0,2,1,70.0,344.0,6108.202
421,Super built-up  Area,3,1469.0,3,1,89.0,516.0,6058.543
421,Super built-up  Area,3,1678.0,3,3,70.0,516.0,4171.633
421,Super built-up  Area,3,1530.0,3,2,74.5,516.0,4869.281
421,Super built-up  Area,3,1840.0,3,3,98.0,516.0,5326.087
421,Built-up  Area,4,3951.0,4,2,220.0,688.0,5568.211
421,Super built-up  Area,3,1350.0,2,2,62.0,476.0,4592.593
421,Super built-up  Area,4,2519.0,5,2,185.0,728.0,7344.184
421,Super built-up  Area,3,1385.0,2,2,66.65,476.0,4812.274
421,Super built-up  Area,2,957.0,2,1,46.9,344.0,4900.731
421,Super built-up  Area,3,1583.0,3,3,105.0,516.0,6632.975
421,Super built-up  Area,4,2524.0,5,2,190.0,728.0,7527.734
421,Built-up  Area,3,1350.0,3,1,72.0,516.0,5333.333
421,Super built-up  Area,3,1535.0,3,2,72.5,516.0,4723.127
421,Super built-up  Area,2,1071.0,2,2,52.25,344.0,4878.618
421,Super built-up  Area,2,1215.0,2,2,58.86,344.0,4844.444
421,Super built-up  Area,2,1102.0,2,2,53.67,344.0,4870.236
421,Super built-up  Area,3,1900.0,3,3,123.0,516.0,6473.684
421,Super built-up  Area,2,1045.0,2,3,60.0,344.0,5741.627
421,Super built-up  Area,3,1305.0,2,1,69.0,476.0,5287.356
421,Super built-up  Area,2,1215.0,2,2,58.86,344.0,4844.444
421,Super built-up  Area,2,1365.0,2,2,73.0,344.0,5347.985
421,Super built-up  Area,4,3800.0,4,3,205.0,688.0,5394.737
421,Super built-up  Area,4,3895.0,4,3,220.0,688.0,5648.267
421,Super built-up  Area,3,1785.0,3,2,94.0,516.0,5266.106
421,Built-up  Area,4,4000.0,4,3,220.0,688.0,5500.0
421,Super built-up  Area,2,1208.0,2,2,70.0,344.0,5794.702
421,Super built-up  Area,3,1730.0,3,3,139.0,516.0,8034.682
421,Built-up  Area,2,1325.0,1,1,92.0,304.0,6943.396
421,Built-up  Area,3,1525.0,3,2,90.0,516.0,5901.639
421,Super built-up  Area,3,1937.0,3,2,140.0,516.0,7227.672
421,Super built-up  Area,3,1550.0,3,2,83.0,516.0,5354.839
421,Super built-up  Area,2,1350.0,2,1,86.0,344.0,6370.37
421,Super built-up  Area,2,957.0,2,1,47.0,344.0,4911.181
421,Super built-up  Area,4,4000.0,4,3,220.0,688.0,5500.0
421,Super built-up  Area,2,1230.0,2,1,57.0,344.0,4634.146
421,Super built-up  Area,2,1200.0,2,2,58.0,344.0,4833.333
421,Super built-up  Area,3,1650.0,3,3,86.45,516.0,5239.394
421,Super built-up  Area,1,607.0,1,1,35.0,172.0,5766.063
421,Super built-up  Area,3,1583.0,3,3,109.0,516.0,6885.66
421,Built-up  Area,5,2500.0,3,3,200.0,780.0,8000.0
421,Super built-up  Area,2,1075.0,2,2,52.43,344.0,4877.209
421,Super built-up  Area,2,1360.0,2,1,103.0,344.0,7573.529
421,Super built-up  Area,2,1220.0,2,1,58.5,344.0,4795.082
421,Super built-up  Area,2,950.0,2,1,45.68,344.0,4808.421
421,Super built-up  Area,1,615.0,1,1,44.0,172.0,7154.472
421,Super built-up  Area,3,1595.0,3,2,90.0,516.0,5642.633
421,Super built-up  Area,2,1350.0,2,1,89.0,344.0,6592.593
421,Super built-up  Area,2,1020.0,2,1,57.0,344.0,5588.235
421,Super built-up  Area,3,1735.0,3,2,72.0,516.0,4149.856
421,Super built-up  Area,2,1600.0,3,2,88.0,384.0,5500.0
421,Super built-up  Area,1,780.0,1,1,55.0,172.0,7051.282
421,Super built-up  Area,3,1710.0,3,2,100.0,516.0,5847.953
421,Super built-up  Area,3,1530.0,3,2,73.5,516.0,4803.922
421,Super built-up  Area,2,1358.0,2,1,81.0,344.0,5964.654
421,Super built-up  Area,2,1290.0,2,2,52.0,344.0,4031.008
421,Super built-up  Area,2,1205.0,2,1,75.0,344.0,6224.066
421,Super built-up  Area,3,1730.0,3,3,110.0,516.0,6358.382
421,Super built-up  Area,3,1583.0,3,3,115.0,516.0,7264.687
421,Super built-up  Area,3,1600.0,3,2,56.0,516.0,3500.0
421,Built-up  Area,2,1200.0,2,1,67.0,344.0,5583.333
421,Built-up  Area,2,1095.0,2,1,60.0,344.0,5479.452
421,Super built-up  Area,2,1060.0,2,1,48.0,344.0,4528.302
421,Built-up  Area,2,1050.0,2,1,65.0,344.0,6190.476
421,Super built-up  Area,2,1102.0,2,2,53.67,344.0,4870.236
421,Super built-up  Area,2,1026.0,2,1,49.95,344.0,4868.421
421,Super built-up  Area,4,3940.0,4,3,220.0,688.0,5583.756
421,Super built-up  Area,3,1435.0,3,1,73.0,516.0,5087.108
421,Super built-up  Area,2,1220.0,2,1,59.0,344.0,4836.066
421,Super built-up  Area,2,881.0,2,1,48.06,344.0,5455.165
421,Super built-up  Area,3,1130.0,2,2,58.0,476.0,5132.743
421,Super built-up  Area,3,1710.0,3,2,100.0,516.0,5847.953
421,Super built-up  Area,2,1152.0,2,1,90.0,344.0,7812.5
421,Super built-up  Area,3,1680.0,3,3,105.0,516.0,6250.0
421,Super built-up  Area,3,1910.0,3,3,119.0,516.0,6230.366
421,Super built-up  Area,3,1600.0,3,3,58.0,516.0,3625.0
421,Super built-up  Area,1,700.0,1,1,38.0,172.0,5428.571
421,Super built-up  Area,3,1469.0,3,1,89.0,516.0,6058.543
421,Super built-up  Area,3,1385.0,2,2,68.5,476.0,4945.848
421,Super built-up  Area,3,1690.0,3,2,116.0,516.0,6863.905
421,Super built-up  Area,2,1065.0,2,2,55.0,344.0,5164.319
421,Built-up  Area,3,1693.0,3,2,125.0,516.0,7383.343
421,Super built-up  Area,3,1693.0,3,1,125.0,516.0,7383.343
421,Super built-up  Area,2,1196.0,2,2,57.9,344.0,4841.137
421,Super built-up  Area,3,1595.0,3,2,88.0,516.0,5517.241
421,Super built-up  Area,3,2122.0,3,2,125.0,516.0,5890.669
421,Super built-up  Area,3,1730.0,3,2,115.0,516.0,6647.399
421,Plot  Area,2,1200.0,1,1,103.0,304.0,8583.333
421,Built-up  Area,2,1314.0,2,3,55.0,344.0,4185.693
421,Super built-up  Area,3,1200.0,2,1,58.17,476.0,4847.5
421,Super built-up  Area,2,1125.0,2,3,55.0,344.0,4888.889
421,Super built-up  Area,3,1950.0,3,2,115.0,516.0,5897.436
421,Built-up  Area,2,1250.0,2,2,68.0,344.0,5440.0
421,Super built-up  Area,2,1125.0,2,2,56.8,344.0,5048.889
421,Super built-up  Area,2,1350.0,2,1,90.0,344.0,6666.667
421,Super built-up  Area,2,1200.0,2,1,53.0,344.0,4416.667
421,Super built-up  Area,4,2500.0,5,2,175.0,728.0,7000.0
421,Super built-up  Area,2,957.0,2,1,47.0,344.0,4911.181
421,Built-up  Area,4,3855.0,4,3,220.0,688.0,5706.874
421,Built-up  Area,3,1605.0,3,2,76.0,516.0,4735.202
421,Built-up  Area,2,1350.0,2,2,60.0,344.0,4444.444
421,Super built-up  Area,4,3400.0,4,3,235.0,688.0,6911.765
421,Super built-up  Area,2,1350.0,2,1,99.0,344.0,7333.333
421,Super built-up  Area,3,1310.0,3,1,63.22,516.0,4825.954
421,Super built-up  Area,2,1285.0,2,2,55.0,344.0,4280.156
421,Super built-up  Area,4,2500.0,5,2,181.0,728.0,7240.0
421,Super built-up  Area,4,3800.0,4,3,235.0,688.0,6184.211
421,Super built-up  Area,4,3951.0,4,3,230.0,688.0,5821.311
421,Super built-up  Area,2,1125.0,2,1,54.8,344.0,4871.111
421,Built-up  Area,3,1700.0,3,2,126.0,516.0,7411.765
421,Super built-up  Area,3,1315.0,2,2,60.0,476.0,4562.738
421,Super built-up  Area,2,1270.0,2,3,73.0,344.0,5748.031
421,Super built-up  Area,3,1530.0,3,2,71.0,516.0,4640.523
421,Super built-up  Area,2,950.0,2,2,46.7,344.0,4915.789
421,Super built-up  Area,3,1550.0,3,2,85.0,516.0,5483.871
421,Super built-up  Area,2,1019.0,2,2,49.86,344.0,4893.032
421,Super built-up  Area,2,1144.0,2,2,65.0,344.0,5681.818
421,Super built-up  Area,2,1240.0,2,2,55.0,344.0,4435.484
421,Super built-up  Area,3,1710.0,3,2,135.0,516.0,7894.737
421,Built-up  Area,2,1156.0,2,2,52.0,344.0,4498.27
421,Super built-up  Area,4,2524.0,5,2,180.0,728.0,7131.537
421,Super built-up  Area,2,1135.0,2,2,60.0,344.0,5286.344
421,Super built-up  Area,3,1839.0,3,2,130.0,516.0,7069.059
421,Super built-up  Area,2,1170.0,2,2,85.0,344.0,7264.957
421,Super built-up  Area,2,1102.0,2,2,53.67,344.0,4870.236
421,Super built-up  Area,3,1108.0,2,1,60.0,476.0,5415.162
421,Super built-up  Area,3,1449.0,3,2,110.0,516.0,7591.442
421,Super built-up  Area,2,1360.0,2,1,101.0,344.0,7426.471
421,Super built-up  Area,2,1026.0,2,1,50.18,344.0,4890.838
421,Super built-up  Area,3,1800.0,3,2,95.0,516.0,5277.778
421,Super built-up  Area,3,1650.0,3,2,85.0,516.0,5151.515
421,Built-up  Area,2,1270.0,2,2,80.0,344.0,6299.213
421,Super built-up  Area,2,1100.0,2,1,50.0,344.0,4545.455
421,Super built-up  Area,2,1196.0,2,2,57.95,344.0,4845.318
421,Super built-up  Area,3,1310.0,3,1,63.25,516.0,4828.244
421,Built-up  Area,3,1485.0,2,2,90.0,476.0,6060.606
421,Super built-up  Area,2,1146.0,2,1,69.0,344.0,6020.942
422,Super built-up  Area,3,1550.0,3,3,65.0,516.0,4193.548
422,Super built-up  Area,2,1120.0,2,2,55.0,344.0,4910.714
422,Built-up  Area,2,1070.0,2,1,55.0,344.0,5140.187
422,Super built-up  Area,2,740.0,2,1,37.0,344.0,5000.0
422,Super built-up  Area,2,1230.0,3,2,47.0,384.0,3821.138
422,Built-up  Area,3,1726.0,3,3,145.0,516.0,8400.927
422,Built-up  Area,2,1028.0,2,1,49.0,344.0,4766.537
422,Super built-up  Area,2,1392.0,2,1,98.0,344.0,7040.23
422,Super built-up  Area,2,1070.0,2,2,47.5,344.0,4439.252
422,Super built-up  Area,3,1825.0,3,2,126.0,516.0,6904.11
422,Super built-up  Area,2,1025.0,2,2,50.0,344.0,4878.049
422,Super built-up  Area,3,1525.0,2,3,67.0,476.0,4393.443
422,Super built-up  Area,2,1198.0,2,2,60.0,344.0,5008.347
422,Super built-up  Area,2,1560.0,2,2,85.0,344.0,5448.718
422,Super built-up  Area,3,1590.0,2,3,85.0,476.0,5345.912
422,Super built-up  Area,2,1100.0,2,1,58.0,344.0,5272.727
422,Super built-up  Area,2,1051.0,2,3,61.0,344.0,5803.996
422,Super built-up  Area,1,705.0,1,1,57.0,172.0,8085.106
422,Super built-up  Area,2,1225.0,2,2,47.88,344.0,3908.571
422,Carpet  Area,2,1000.0,2,1,38.5,344.0,3850.0
422,Built-up  Area,3,1435.0,2,2,60.0,476.0,4181.185
422,Super built-up  Area,2,1020.0,2,1,55.0,344.0,5392.157
422,Super built-up  Area,2,1285.0,2,2,65.0,344.0,5058.366
422,Built-up  Area,3,1835.0,3,2,160.0,516.0,8719.346
422,Super built-up  Area,3,1836.0,3,2,148.0,516.0,8061.002
422,Super built-up  Area,2,1040.0,2,1,50.0,344.0,4807.692
422,Super built-up  Area,2,1392.0,2,1,95.0,344.0,6824.713
422,Super built-up  Area,1,705.0,2,1,50.0,212.0,7092.199
422,Built-up  Area,2,1125.0,2,1,46.0,344.0,4088.889
422,Super built-up  Area,3,1400.0,2,2,78.0,476.0,5571.429
422,Super built-up  Area,3,1980.0,4,1,180.0,556.0,9090.909
422,Super built-up  Area,3,1980.0,4,2,166.0,556.0,8383.838
422,Super built-up  Area,3,1400.0,2,2,78.0,476.0,5571.429
422,Super built-up  Area,2,907.0,2,2,38.0,344.0,4189.636
422,Super built-up  Area,2,1392.0,2,1,110.0,344.0,7902.299
422,Super built-up  Area,3,1480.0,3,2,65.0,516.0,4391.892
422,Super built-up  Area,2,1227.0,2,2,42.88,344.0,3494.703
422,Super built-up  Area,2,1225.0,2,2,48.0,344.0,3918.367
422,Super built-up  Area,3,1659.0,3,1,135.0,516.0,8137.432
422,Plot  Area,5,1200.0,2,1,100.0,740.0,8333.333
422,Built-up  Area,2,1310.0,2,1,62.0,344.0,4732.824
423,Plot  Area,1,600.0,1,1,60.0,172.0,10000.0
423,Super built-up  Area,2,1180.0,2,2,40.0,344.0,3389.831
423,Super built-up  Area,2,1250.0,2,1,62.4,344.0,4992.0
423,Built-up  Area,2,1000.0,2,1,45.0,344.0,4500.0
424,Plot  Area,3,1000.0,4,3,66.0,556.0,6600.0
424,Plot  Area,4,1800.0,4,2,145.0,688.0,8055.556
424,Plot  Area,3,1200.0,3,1,90.0,516.0,7500.0
424,Plot  Area,3,1200.0,3,1,120.0,516.0,10000.0
424,Super built-up  Area,2,497.0,1,1,17.0,304.0,3420.523
424,Super built-up  Area,2,497.0,1,1,25.0,304.0,5030.181
424,Super built-up  Area,3,720.0,2,1,32.0,476.0,4444.444
424,Super built-up  Area,2,497.0,1,1,20.0,304.0,4024.145
424,Built-up  Area,3,715.0,2,1,29.0,476.0,4055.944
424,Super built-up  Area,2,497.0,1,1,20.0,304.0,4024.145
425,Plot  Area,3,1500.0,3,2,62.0,516.0,4133.333
425,Super built-up  Area,2,1165.0,2,2,75.0,344.0,6437.768
425,Built-up  Area,2,1280.0,2,1,75.0,344.0,5859.375
425,Super built-up  Area,3,1530.0,2,1,97.0,476.0,6339.869
425,Super built-up  Area,2,1155.0,2,1,65.0,344.0,5627.706
425,Super built-up  Area,3,1570.0,2,2,95.0,476.0,6050.955
425,Super built-up  Area,2,1155.0,2,1,64.0,344.0,5541.126
426,Super built-up  Area,3,1305.0,2,1,58.7,476.0,4498.084
426,Super built-up  Area,2,1145.0,2,3,58.4,344.0,5100.437
426,Super built-up  Area,3,1650.0,3,2,118.0,516.0,7151.515
426,Plot  Area,4,2400.0,4,1,240.0,688.0,10000.0
426,Super built-up  Area,3,1350.0,2,2,68.0,476.0,5037.037
426,Built-up  Area,4,2000.0,4,0,100.0,688.0,5000.0
426,Super built-up  Area,3,1305.0,2,1,59.0,476.0,4521.073
426,Super built-up  Area,3,1305.0,2,1,60.0,476.0,4597.701
426,Super built-up  Area,2,1200.0,2,0,42.0,344.0,3500.0
426,Super built-up  Area,3,1305.0,2,1,59.0,476.0,4521.073
426,Super built-up  Area,3,1480.0,3,1,75.48,516.0,5100.0
426,Super built-up  Area,3,1305.0,2,1,59.0,476.0,4521.073
426,Built-up  Area,2,1304.0,2,0,111.0,344.0,8512.27
426,Super built-up  Area,2,1085.0,2,1,50.0,344.0,4608.295
426,Super built-up  Area,3,1500.0,2,2,100.0,476.0,6666.667
426,Built-up  Area,4,2100.0,3,1,147.0,648.0,7000.0
426,Super built-up  Area,3,1420.0,2,2,95.0,476.0,6690.141
427,Super built-up  Area,3,1700.0,3,1,97.0,516.0,5705.882
428,Super built-up  Area,2,1100.0,2,1,62.7,344.0,5700.0
429,Super built-up  Area,2,1308.0,2,2,89.04,344.0,6807.339
429,Super built-up  Area,3,1566.0,3,1,83.3,516.0,5319.285
429,Super built-up  Area,2,1308.0,2,2,92.66,344.0,7084.098
429,Built-up  Area,3,1485.0,3,2,85.0,516.0,5723.906
429,Super built-up  Area,2,1302.0,2,1,69.1,344.0,5307.22
429,Built-up  Area,2,1153.0,2,2,45.0,344.0,3902.862
429,Super built-up  Area,2,1308.0,2,1,89.04,344.0,6807.339
429,Built-up  Area,5,2400.0,5,2,85.0,860.0,3541.667
429,Super built-up  Area,3,2357.0,3,2,135.0,516.0,5727.62
429,Super built-up  Area,3,2357.0,3,2,135.0,516.0,5727.62
429,Super built-up  Area,2,1469.0,2,2,99.14,344.0,6748.809
430,Super built-up  Area,3,1665.0,3,3,70.0,516.0,4204.204
430,Super built-up  Area,2,970.0,2,1,35.0,344.0,3608.247
430,Super built-up  Area,3,1532.0,3,1,115.0,516.0,7506.527
430,Super built-up  Area,3,1545.0,2,2,66.0,476.0,4271.845
430,Super built-up  Area,3,1424.0,2,2,75.0,476.0,5266.854
430,Super built-up  Area,2,1257.0,2,2,93.0,344.0,7398.568
430,Built-up  Area,3,1365.0,3,1,80.0,516.0,5860.806
430,Super built-up  Area,2,1257.0,2,1,105.0,344.0,8353.222
430,Built-up  Area,2,1184.0,2,1,55.0,344.0,4645.27
430,Super built-up  Area,2,1185.0,2,3,55.0,344.0,4641.35
430,Super built-up  Area,2,1140.0,2,1,78.0,344.0,6842.105
431,Super built-up  Area,2,1290.0,2,2,110.0,344.0,8527.132
431,Built-up  Area,3,1375.0,3,2,75.0,516.0,5454.545
431,Built-up  Area,2,820.0,2,0,39.0,344.0,4756.098
431,Built-up  Area,4,3800.0,5,3,300.0,728.0,7894.737
431,Built-up  Area,3,1640.0,3,3,88.0,516.0,5365.854
431,Super built-up  Area,3,1800.0,3,2,85.0,516.0,4722.222
431,Super built-up  Area,2,1080.0,2,2,73.0,344.0,6759.259
431,Super built-up  Area,4,2422.0,3,2,150.0,648.0,6193.229
431,Super built-up  Area,2,1280.0,2,1,48.0,344.0,3750.0
431,Built-up  Area,3,1410.0,2,2,60.0,476.0,4255.319
431,Super built-up  Area,2,1198.0,2,1,65.0,344.0,5425.71
431,Built-up  Area,2,1250.0,2,2,65.0,344.0,5200.0
431,Built-up  Area,2,1190.0,2,1,60.0,344.0,5042.017
431,Built-up  Area,2,1086.0,2,2,44.5,344.0,4097.606
431,Super built-up  Area,3,2285.0,4,1,165.0,556.0,7221.007
431,Built-up  Area,2,1100.0,2,1,70.0,344.0,6363.636
432,Super built-up  Area,2,993.0,2,3,45.5,344.0,4582.075
432,Super built-up  Area,2,1178.0,2,1,80.0,344.0,6791.171
433,Super built-up  Area,4,2100.0,4,2,150.0,688.0,7142.857
433,Super built-up  Area,2,1330.0,2,1,56.0,344.0,4210.526
434,Super built-up  Area,2,1075.0,2,1,55.0,344.0,5116.279
434,Plot  Area,2,900.0,1,0,70.0,304.0,7777.778
434,Super built-up  Area,2,1162.0,2,1,48.0,344.0,4130.809
435,Super built-up  Area,2,1150.0,2,2,63.0,344.0,5478.261
435,Built-up  Area,3,1450.0,2,2,81.0,476.0,5586.207
435,Super built-up  Area,3,1776.0,2,3,75.0,476.0,4222.973
435,Super built-up  Area,3,1458.0,3,2,79.0,516.0,5418.381
435,Built-up  Area,2,935.0,2,1,51.5,344.0,5508.021
435,Super built-up  Area,2,1020.0,2,1,46.5,344.0,4558.824
435,Super built-up  Area,3,1600.0,3,2,112.0,516.0,7000.0
435,Built-up  Area,3,1300.0,2,1,75.0,476.0,5769.231
435,Built-up  Area,3,1540.0,2,2,78.0,476.0,5064.935
435,Super built-up  Area,1,450.0,1,1,20.0,172.0,4444.444
435,Built-up  Area,3,2400.0,3,2,220.0,516.0,9166.667
435,Super built-up  Area,2,1196.0,2,2,56.81,344.0,4750.0
435,Super built-up  Area,3,1470.0,2,2,99.0,476.0,6734.694
436,Built-up  Area,5,3000.0,4,3,170.0,820.0,5666.667
437,Plot  Area,3,1500.0,2,0,85.0,476.0,5666.667
438,Super built-up  Area,3,1550.0,2,3,70.0,476.0,4516.129
438,Plot  Area,3,646.0,2,1,65.0,476.0,10061.92
438,Super built-up  Area,2,1300.0,2,3,32.0,344.0,2461.538
438,Built-up  Area,2,1600.0,2,1,90.0,344.0,5625.0
439,Plot  Area,5,1350.0,4,1,130.0,820.0,9629.63
439,Built-up  Area,2,1200.0,2,2,55.0,344.0,4583.333
439,Built-up  Area,3,1450.0,3,3,42.0,516.0,2896.552
439,Super built-up  Area,2,1100.0,2,2,47.0,344.0,4272.727
439,Super built-up  Area,2,1110.0,2,2,58.0,344.0,5225.225
439,Super built-up  Area,4,1050.0,4,2,90.0,688.0,8571.429
439,Super built-up  Area,2,1000.0,2,2,35.0,344.0,3500.0
439,Super built-up  Area,2,1350.0,2,2,89.5,344.0,6629.63
440,Built-up  Area,1,936.0,1,0,53.0,172.0,5662.393
441,Carpet  Area,3,1625.0,3,3,92.0,516.0,5661.538
441,Super built-up  Area,3,1625.0,3,3,92.0,516.0,5661.538
442,Built-up  Area,2,1060.0,2,2,55.0,344.0,5188.679
442,Built-up  Area,2,1135.0,2,3,55.0,344.0,4845.815
442,Super built-up  Area,3,1080.0,2,2,75.0,476.0,6944.444
443,Built-up  Area,2,4200.0,1,2,160.0,304.0,3809.524
443,Super built-up  Area,2,1200.0,2,0,90.0,344.0,7500.0
444,Super built-up  Area,2,1060.0,2,2,58.06,344.0,5477.358
444,Super built-up  Area,3,1563.05,3,1,105.0,516.0,6717.635
444,Built-up  Area,3,1717.0,3,3,99.0,516.0,5765.871
444,Built-up  Area,3,1799.0,3,3,90.0,516.0,5002.779
444,Built-up  Area,4,3260.0,4,1,240.0,688.0,7361.963
444,Super built-up  Area,3,1260.0,2,3,40.32,476.0,3200.0
444,Super built-up  Area,2,1349.0,2,2,78.0,344.0,5782.061
444,Super built-up  Area,2,1121.0,2,2,78.0,344.0,6958.073
444,Built-up  Area,3,1550.0,2,3,52.0,476.0,3354.839
444,Built-up  Area,2,1100.0,2,1,50.0,344.0,4545.455
444,Super built-up  Area,3,1980.0,3,2,88.0,516.0,4444.444
444,Super built-up  Area,2,1200.0,2,1,78.0,344.0,6500.0
444,Super built-up  Area,3,1646.0,3,2,79.5,516.0,4829.891
444,Super built-up  Area,3,1555.0,3,2,82.5,516.0,5305.466
444,Super built-up  Area,3,1476.0,3,0,89.0,516.0,6029.81
444,Super built-up  Area,3,1493.0,3,2,82.0,516.0,5492.297
444,Super built-up  Area,2,1200.0,2,2,50.0,344.0,4166.667
444,Built-up  Area,3,1719.0,3,2,116.0,516.0,6748.109
444,Super built-up  Area,2,1115.0,2,2,50.0,344.0,4484.305
444,Super built-up  Area,2,1125.0,2,1,61.2,344.0,5440.0
444,Super built-up  Area,3,2170.0,3,2,151.0,516.0,6958.525
444,Super built-up  Area,3,1915.0,3,3,80.0,516.0,4177.546
444,Super built-up  Area,3,1476.0,3,1,95.0,516.0,6436.314
444,Super built-up  Area,2,1200.0,2,1,50.3,344.0,4191.667
444,Built-up  Area,3,2100.0,3,3,110.0,516.0,5238.095
444,Super built-up  Area,3,1787.0,3,2,123.0,516.0,6883.044
444,Super built-up  Area,2,1090.0,2,2,59.8,344.0,5486.239
444,Super built-up  Area,3,1691.0,3,2,104.0,516.0,6150.207
444,Super built-up  Area,4,4260.0,4,3,272.0,688.0,6384.977
444,Built-up  Area,3,2111.0,4,3,120.0,556.0,5684.51
444,Super built-up  Area,3,1545.0,3,1,69.0,516.0,4466.019
444,Super built-up  Area,2,950.0,2,1,39.0,344.0,4105.263
444,Super built-up  Area,2,1105.0,2,2,42.0,344.0,3800.905
444,Super built-up  Area,4,1863.0,3,2,105.0,648.0,5636.071
444,Built-up  Area,3,1667.0,3,2,92.0,516.0,5518.896
444,Super built-up  Area,3,1494.0,3,2,82.0,516.0,5488.621
444,Super built-up  Area,3,1555.0,3,3,82.0,516.0,5273.312
444,Super built-up  Area,1,770.0,1,1,43.82,172.0,5690.909
444,Super built-up  Area,2,1147.0,2,1,60.0,344.0,5231.037
444,Super built-up  Area,2,1375.0,2,2,72.0,344.0,5236.364
444,Super built-up  Area,3,1380.0,2,2,55.0,476.0,3985.507
444,Super built-up  Area,2,1200.0,2,2,60.0,344.0,5000.0
444,Plot  Area,4,4260.0,4,2,333.0,688.0,7816.901
444,Built-up  Area,2,1495.0,2,2,83.0,344.0,5551.839
444,Super built-up  Area,4,4000.0,4,2,325.0,688.0,8125.0
444,Super built-up  Area,3,1225.0,2,1,69.0,476.0,5632.653
444,Super built-up  Area,3,1917.0,3,2,132.0,516.0,6885.759
444,Super built-up  Area,2,1375.0,2,1,78.0,344.0,5672.727
444,Plot  Area,4,4408.0,4,2,344.0,688.0,7803.993
444,Super built-up  Area,2,1309.0,2,2,95.0,344.0,7257.448
444,Super built-up  Area,3,1476.0,3,0,105.0,516.0,7113.821
